ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
Aa1,!Kung,-20,21,juho1239,Kung (Aa1),xd1,Kung Bushmen; !Kung (Was Nyae); Was Nyae,1950,San (FX10),FX10,-20,21,Original,,Southern Africa
Ab1,Herero,-21,16,here1253,Herero (Ab1),xd10,Damara; Ovaherero,1900,,,-21,16,Original,,Southern Africa
Ad31,Duruma,-4,39,duru1249,Duruma (Ad31),xd100,Waduruma,1910,,,-4,39,Original,,East Tropical Africa
Ad32,Giriama,-3,40,giry1241,Giriama (Ad32),xd101,Kiriama; Wagiryama,1900,,,-3,40,Original,,East Tropical Africa
Ad33,Pokomo,-1,40,poko1261,Pokomo (Ad33),xd102,Wapokomo,1900,,,-1,40,Original,,East Tropical Africa
Na3,Copper Inuit,69,-110,copp1244,Copper Eskimo (Na3),xd1022,Kitlinermiut; Copper Eskimo,1920,Copper Eskimo (ND08),ND08,69,-110,Original,,Subarctic America
Na22,Iglulik Inuit,70,-82,west2618,Iglulik (Na22),xd1025,Igloolik; Iglulingmiut,1920,,,70,-82,Original,,Subarctic America
Na1,Nabesna,63,-141,uppe1437,Nabesna (Na1),xd1026,Upper Tanana Indians,1930,,,63,-141,Original,,Subarctic America
Na10,Chugach,60.72,-146.49,chug1254,Chugach (Na10),xd1027,Chugachigmiut; Chugash,1930,South Alaskan Eskimo (NA10),NA10,60,-147,Revised,"3Oct2018 Assigned to dialect chug1254 (language does not change) to help differentiate this society from the closely related Koniag, also now mapped to language paci1278.",Subarctic America
Na11,Sivokakmeit,63.34,-170.3,cent2128,Sivokakmeit (Na11),xd1028,St. Lawrence Island Inuit,1920,,,63,-170,Revised,"4Oct2018 - Note that while EA society Na11 has always been linked to xd1028, Binford society B379 was originally linked to xd1020 (and, thus, linked to the dialect poin1245 and language nort2943. The update to Glottolog 3.3.2 forced re-mapping of xd1028 from dialect aiwa1238 (which no longer exists) to language cent2128 (always the language-level match for this xd_id).",Subarctic America
Na12,Nunamiut,68,-152,nort2944,Nunamiut (Na12),xd1029,Inland North Alaskan Eskimo; Nunamiut Eskimo,1950,,,68,-152,Original,"1Oct2018 - mapped to a new dialect (nort2944) of the same language (nort2943). HH: Belongs to language North Alaskan Inupiatun [nort2943] and more specifically to the North Slope Inupiatun [nort2944] dialect. Note that the subdialect to which it was previously mapped (Anaktuvuk Pass, anak1241) does not exist in Glottolog version 3.3.2. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",Subarctic America
Ad34,Kamba,-2,38,kamb1297,Kamba (Ad34),xd103,Akamba; Wakamba,1910,,,-2,38,Original,,East Tropical Africa
Na13,Nunatsiarmiut,65.24,-64.63,baff1240,Baffinland (Na13),xd1030,Baffin Island Inuit; Baffinland,1880,,,65,-65,Revised,,Subarctic America
Na14,Inughuit (Northern Greenland),78,-70,pola1254,Polar Eskimo (Na14),xd1031,Polar Eskimo; Arctic Highlanders; Smith Sound Inuit; Smith Sound Eskimo,1880,,,78,-70,Original,"Note 8Feb2018: Glottocode changed to [ike] based on note from HH: ""The Polar Eskimo do not speak a language intelligible to Kalaalisut and had until recent times no contact or knowledge of the Kalaalisut further south. The language is intelligible to North Baffin Inuktitut so Glottolog counts Polar Eskimo as Eastern Canadian Inuktitut [ike]. Furthermore, Oswalt 1963 is listed as a reference to Polar Eskimo but concerns a completely different people in Alaska who speak Yupik-Central [esu].""",Subarctic America
Na15,Tlicho,63,-117,dogr1252,Dogrib (Na15),xd1032,Dogrib,1860,,,63,-117,Original,,Subarctic America
Na16,Délįne,65,-119,nort2942,Satudene (Na16),xd1033,Bear Lake Dene; Satudene; Great Bear Lake People; Sahtu; Sahtu Dene,1860,,,65,-119,Original,,Subarctic America
Na17,DeneTha,61,-120,sout2959,Slave (Na17),xd1034,Slave; Deh Cho (Southern Slavey); Slavey; Dene (distinguish from speakers of the Dene language),1860,,,61,-120,Original,,Subarctic America
Na19,Dakelh,54,-124,carr1249,Carrier (Na19),xd1035,Carrier; Takulli,1880,,,54,-124,Original,,Western Canada
Na2,Tareumiut,71,-157,nort2944,Tareumiut (Na2),xd1036,Tagiumiut; Point Barrow Eskimo; Barrow,1880,,,71,-157,Original,,Subarctic America
Na20,Kutchin,66,-135,gwic1235,Kutchin (Na20),xd1037,Gwich'in; Loucheux,1880,,,66,-135,Original,,Subarctic America
Na21,Caribou Inuit,63,-96,cari1277,Caribou Eskimo (Na21),xd1038,Caribou Eskimo,1900,,,63,-96,Original,,Subarctic America
Na23,Labrador Inuit,58,-65,labr1244,Labrador Eskimo (Na23),xd1039,Sukinninmiut; Labrador Eskimo,1890,,,58,-65,Original,,Eastern Canada
Ad35,Meru,0,35,meru1245,Meru (Ad35),xd104,,1940,,,0,35,Original,"12Nov2018 - changed back to Meru meru1245 [mer], after looking at Murdock's primary sources in more detail. While the latter two refs do focus on the ""Kikuyu"" in general terms, within the Kikuyu they clearly differentiated the Kikuyu and Meru. (Previous note, based on comment from HH: ""8Feb2018 - Note possible mix, refs appear to refer to both kik and mer; kik assigned because majority of references refer to kik. [HH: ""The latter two refs deal with Kikuyu [kik] which is a different lg from Meru [mer]"".]",East Tropical Africa
Na24,Tasiilaq,66,-37,tunu1234,Angmagsalik (Na24),xd1040,Angmagsalik (East Greenland); Ammassalik; East Greenland Eskimo; Polar Eskimo,1880,,,66,-37,Original,Note 8Feb2018: Changed based on note from HH: East Greenlandic is Tunumiisiut [tunu1234] in Glottolog.,Subarctic America
Na25,Kalaallit (West Greenland),68.66,-51.22,kala1399,Greenlanders (Na25),xd1041,West Greenland Eskimo; West Greenland Inuit,1910,,,69,-53,Revised,Note 8Feb2018: Glottocode updated from west2617 to kala1399,Subarctic America
Na26,Dena'ina,62,-144,tana1289,Tanaina (Na26),xd1042,Tanaina,1870,,,62,-144,Original,,Subarctic America
Na27,Tahltan,58,-131,tahl1239,Tahltan (Na27),xd1043,Southwestern Nahane,1870,,,58,-131,Original,,Western Canada
Na28,Sekani,56,-123,seka1250,Sekani (Na28),xd1044,Tsek'ene; Sicauni,1880,,,56,-123,Original,,Western Canada
Na29,Beaver,58,-117,beav1236,Beaver (Na29),xd1045,Denezaa; Tsattine,1850,,,58,-117,Original,,Western Canada
Na30,Dene,60,-105,chip1261,Chipewyan (Na30),xd1046,Chipewyan,1880,Chipewyan (ND07),ND07,60,-105,Original,,Subarctic America
Na31,Eastern Cree,51,-85,sout2978,Eastern Cree (Na31),xd1047,,1850,,,51,-85,Original,,Eastern Canada
Na32,Montagnais,48,-72,mont1268,Montagnais (Na32),xd1048,Innu; Naskapi,1880,Montagnais (NH06),NH06,48,-72,Original,"Note 8Feb2018: Not changed, despite comment from HH: ""Naskapi [nsk] is a different lg from Montagnais [moe]"". KK: Decided to leave, after looking into ethnographic materials: Foci are Lake St. John Band and Mistassini band [see KK notes for geographical extent of their territories]. Speck and Heye (1921): ""[the] Pikwagami (""Flat lake,"" Lake St John), are an interior Montagnais culture intermediate between that of the coast and that of the eastern Naskapi and Mistassini. Therefore, Montagnais [moe] is more appropriate choice. ",Eastern Canada
Na33,Northern Saulteaux,52,-98,alba1270,Northern Saulteaux (Na33),xd1049,N. Saulteaux; North Sauteaux,1870,Ojibwa (NG06),NG06,52,-98,Original,,Western Canada
Ad36,Pare,-4,38,asut1235,Pare (Ad36),xd105,Asu; Wapare,1890,,,-4,38,Original,,East Tropical Africa
Na34,Pekangekum,52,-94,lacs1238,Pekangekum (Na34),xd1050,,1940,Ojibwa (NG06),NG06,52,-94,Original,,Eastern Canada
Na35,Nipigon,50,-88,cent2136,Nipigon (Na35),xd1051,Lake Nipigon Ojibway; Anishinaabek; Southern Saulteaux,1800,Ojibwa (NG06),NG06,50,-88,Original,,Eastern Canada
Na36,Minnesota Ojibwa,49,-96,redl1238,Chippewa (Na36),xd1052,Minnesota Chippewa; Chippewa; Ojibwe; Ojibwa; Ojibway,1860,Ojibwa (NG06),NG06,49,-96,Original,,Western Canada
Na37,Rainy River Ojibwe,49,-92,rain1239,Rainy River (Na37),xd1053,Gojijiwininiwag; Rainy River; Emo,1880,Ojibwa (NG06),NG06,49,-92,Original,,Eastern Canada
Na38,Katikitegon,46,-92,uppe1274,Katikitegon (Na38),xd1054,Wisconsin Ojibwa,1800,,,46,-92,Original,,North-Central U.S.A.
Na39,Eastern Ojibwa,46,-85,east2542,Eastern Ojibwa (Na39),xd1055,Kitchibuan; Kitchibuan Ojibwa; Kitchibaun Ojibwa,1870,Ojibwa (NG06),NG06,46,-85,Original,,Northeastern U.S.A.
Na4,Kaska,59,-128,kask1239,Kaska (Na4),xd1056,Nahane,1920,Kaska (ND12),ND12,59,-128,Original,,Western Canada
Na40,Ottawa,46,-82,otta1242,Ottawa (Na40),xd1057,Odawa; Odaawaa,1650,,,46,-82,Original,,Eastern Canada
Na41,Mi'kmaq,47,-65,mikm1235,Micmac (Na41),xd1058,Micmac,1700,Mi'kmaq (NJ05),NJ05,47,-65,Original,,Eastern Canada
Na42,Potawatomi,44,-85,pota1247,Potawatomi (Na42),xd1059,Neshnabé,1760,,,44,-85,Original,,Northeastern U.S.A.
Ad37,Teita,-4,39,tait1250,Teita (Ad37),xd106,Taita; Wateita,1940,,,-4,39,Original,,East Tropical Africa
Na43,Netsilik,69,-96,nets1241,Netsilik (Na43),xd1060,Netsilik Inuit; Netsilik Eskimo,1920,,,69,-96,Original,,Subarctic America
Na44,Nunavimmiut,62,-76,queb1248,Taqagmiut (Na44),xd1061,Taqagmiut; Taqagmiut Eskimo; Inuit of Sugluk; Inuit of Salluit,1910,,,62,-76,Original,,Eastern Canada
Na45,Mistissini Cree,51.75,-72.66,sout2978,Mistassini (Na45),xd1062,Mistassini Cree,1900,,,51.75,-72.66,Revised,,Eastern Canada
Na5,Naskapi,58,-70,nask1242,Naskapi (Na5),xd1063,,1890,Montagnais (NH06),NH06,58,-70,Original,,Eastern Canada
Na6,Nunivak,60,-166,kusk1241,Nunivak (Na6),xd1064,Nunivak Cup'ig,1930,,,60,-166,Original,,Subarctic America
Na7,Attawapiskat Cree,53,-83,swam1239,Cree Attawapiskat (Na7),xd1065,Attawapiskat,1900,,,53,-83,Original,,Eastern Canada
Na8,Deg Xit'an,62,-160,dege1248,Ingalik (Na8),xd1066,Ingalik,1880,Ingalik (NA08),NA08,62,-160,Original,,Subarctic America
Na9,Aleut,53.86,-166.79,east2533,Aleut (Na9),xd1067,Unagan,1830,Aleut (NA06),NA06,54,-167,Revised,,Subarctic America
Nb1,Haida,54,-132,nort2938,Haida (Nb1),xd1068,,1890,,,54,-132,Original,,Western Canada
Nb10,Alkatcho,53,-126,sout2958,Alkatcho (Nb10),xd1069,Tsuu'Tina; Alkatcho Carrier; Ilgatcho; Ilgachuz,1865,,,53,-126,Original,,Western Canada
Ad38,Kara,-2,33,kara1481,Kara (Ad38),xd107,Wakara,1910,,,-2,33,Original,,East Tropical Africa
Nb11,Nuu chah nulth,49.16,-125.85,nuuc1236,Nootka (Nb11),xd1070,Nuu-chah-nulth; Aht; Central Nootka,1880,Nuu-chah-nulth (NE11),NE11,49,-126,Revised,,Western Canada
Nb12,Klahoose,51,-125,slia1241,Klahuse (Nb12),xd1071,Klahuse,1880,,,51,-125,Original,,Western Canada
Nb13,Squamish,50,-123,squa1248,Squamish (Nb13),xd1072,,1880,,,50,-123,Original,,Western Canada
Nb14,Comox,49.72,-124.97,isla1276,Comox (Nb14),xd1073,K'ómoks,1880,,,50,-125,Revised,,Western Canada
Nb15,Lummi,48.84,-123.27,lumm1243,Lummi (Nb15),xd1074,Lhaq'temish,1880,,,49,-123,Revised,,Western Canada
Nb16,Klallam,48,-123,clal1241,Klallam (Nb16),xd1075,Clallum,1860,,,48,-123,Original,,Northwestern U.S.A.
Nb17,Puyallup,47,-122,sout2965,Puyallup (Nb17),xd1076,,1870,,,47,-122,Original,,Northwestern U.S.A.
Nb18,Quileute,47.91,-124.59,quil1240,Quileute (Nb18),xd1077,,1880,,,48,-125,Revised,,Northwestern U.S.A.
Nb19,Lower Chinook,45.99,-123.77,chin1286,Chinook (Nb19),xd1078,Chinook,1850,Chinookans of the Lower Columbia River (NR06),NR06,46,-124,Revised,,Northwestern U.S.A.
Nb2,Twana,48,-123,twan1247,Twana (Nb2),xd1079,,1850,,,48,-123,Original,,Northwestern U.S.A.
Ad39,Sonjo,-3,36,temi1247,Sonjo (Ad39),xd108,,1950,,,-3,36,Original,,East Tropical Africa
Nb20,Tillamook,44.75,-123.72,till1254,Tillamok (Nb20),xd1080,Nehalem,1870,,,45,-124,Revised,,Northwestern U.S.A.
Nb21,Coos,43,-124,coos1249,Coos (Nb21),xd1081,,1860,,,43,-124,Original,,Northwestern U.S.A.
Nb22,Tlingit,58.12,-133.92,tlin1245,Tlingit (Nb22),xd1082,Kolosh; Southern Tlingit,1880,Tlingit (NA12),NA12,58,-134,Revised,"9May2019 - preferred name changed to distinguish from eHRAF culture West Tibetans. Note northern and southern tlingit considered distinct dialects of tli by some, but no codes available in Glottolog.",Subarctic America
Nb23,Heiltsuk,52,-128,bell1263,Bellabella (Nb23),xd1083,Bellabella; Bella Bella,1880,,,52,-128,Original,,Western Canada
Nb24,Makah,48.33,-124.62,maka1318,Makah (Nb24),xd1084,,1860,Nootka (NE11),NE11,48,-125,Revised,,Northwestern U.S.A.
Nb25,Quinault,47.42,-124.16,quin1251,Quinault (Nb25),xd1085,,1860,Quinault (NR17),NR17,47,-124,Revised,,Northwestern U.S.A.
Nb26,Cowichan,49.01,-122.73,cowi1241,Cowichan (Nb26),xd1086,Hul'q'umi'num Mustimuhw,1880,,,49,-123,Revised,,Western Canada
Nb27,Stó:lō,49,-122,chil1281,Stalo (Nb27),xd1087,Stalo; Halkomelem; Fraser River Cowichan,1880,,,49,-122,Original,,Western Canada
Nb28,Alsea,44,-124,alse1251,Alsea (Nb28),xd1088,,1860,,,44,-124,Original,,Northwestern U.S.A.
Nb29,Siuslaw,44,-124,sius1254,Siuslaw (Nb29),xd1089,,1860,,,44,-124,Original,,Northwestern U.S.A.
Ad4,Kikuyu,-1,37,kiku1240,Kikuyu (Ad4),xd109,Aikikuyu,1930,Gikuyu (FL10),FL10,-1,37,Original,,East Tropical Africa
Nb3,Kwakwaka'wakw,51,-127.49,kwak1269,Kwakiutl (Nb3),xd1090,Southern Kwakiutl; Kwagu'ł; Kwagyewlth,1890,,,51,-128,Revised,,Western Canada
Nb30,Takelma,42,-123,take1257,Takelma (Nb30),xd1091,Rogue River Indians; Tekelma,1860,,,42,-123,Original,,Northwestern U.S.A.
Nb31,Tututni,42,-124,tutu1242,Tututni (Nb31),xd1092,,1870,,,42,-124,Original,,Northwestern U.S.A.
Nb32,Shasta,41,-122,shas1239,Shasta (Nb32),xd1093,,1860,,,41,-122,Original,,Southwestern U.S.A.
Nb33,Chimariko,41,-123,chim1301,Chimariko (Nb33),xd1094,,1860,,,41,-123,Original,,Southwestern U.S.A.
Nb34,Karuk,42,-123,karo1304,Karok (Nb34),xd1095,Karok,1860,,,42,-123,Original,,Northwestern U.S.A.
Nb35,Hupa,41,-123,hupa1239,Hupa (Nb35),xd1096,,1860,,,41,-123,Original,,Southwestern U.S.A.
Nb36,Wiyot,39.81,-123.55,wiyo1248,Wiyot (Nb36),xd1097,,1860,,,40,-124,Revised,,Southwestern U.S.A.
Nb37,Lassik,40,-123,wail1244,Lassik (Nb37),xd1098,,1860,,,40,-123,Original,"Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers",Southwestern U.S.A.
Nb38,Mattole-Bear River,40.35,-123.47,matt1238,Mattole (Nb38),xd1099,Mattole; Bear River,1860,,,40,-124,Revised,,Southwestern U.S.A.
Ab10,Pondo Xhosa,-31,30,mpon1252,Pondo (Ab10),xd11,Amapondo; Mpondo,1936,,,-31,30,Original,,Southern Africa
Ad40,Tiriki,0,35,idak1243,Tiriki (Ad40),xd110,,1950,,,0,35,Original,,East Tropical Africa
Nb39,Sinkyone,39.73,-123.6,wail1244,Sinkyone (Nb39),xd1100,,1860,,,40,-124,Revised,"Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers",Southwestern U.S.A.
Nb4,Yurok,41,-124,yuro1248,Yurok (Nb4),xd1101,,1850,Yurok (NS31),NS31,41,-124,Original,,Southwestern U.S.A.
Nb5,Eyak,60.34,-144.85,eyak1241,Eyak (Nb5),xd1102,dAXunhyuu,1890,,,60,-145,Revised,,Subarctic America
Nb6,Tolowa,42,-124,tolo1259,Tolowa (Nb6),xd1103,,1870,,,42,-124,Original,,Northwestern U.S.A.
Nb7,Tsimshian,54.64,-130.25,nucl1649,Tsimshian (Nb7),xd1104,Ts’msyan,1880,,,55,-130,Revised,,Western Canada
Nb8,Haisla,54,-129,hais1244,Haisla (Nb8),xd1105,Kitimat,1880,,,54,-129,Original,,Western Canada
Nb9,Nuxalk,52,-127,bell1243,Bellacoola (Nb9),xd1106,Nuxalkmc; Bellacoola; Bilqula; Bella Coola,1880,Nuxalk (NE06),NE06,52,-127,Original,,Western Canada
Nc1,Nomlaki,39,-122,noml1242,Nomlaki (Nc1),xd1107,Central Wintun,1850,,,39,-122,Original,Changed 15Nov2016 to differentiate Nomlaki from Wintu,Southwestern U.S.A.
Nc10,Achumawi,41,-121,achu1247,Achomawi (Nc10),xd1108,Achomawi,1860,,,41,-121,Original,,Southwestern U.S.A.
Nc11,Yana,41,-122,yana1271,Yana (Nc11),xd1109,Nozi,1860,,,41,-122,Original,,Southwestern U.S.A.
Ad41,Vugusu,1,35,buku1249,Vugusu (Ad41),xd111,Kotosh,1930,,,1,35,Original,,East Tropical Africa
Nc12,Maidu,40,-121,nort2952,Maidu (Nc12),xd1110,Pujunan,1850,,,40,-121,Original,,Southwestern U.S.A.
Nc13,Nisenan,39,-121,nise1244,Nisenan (Nc13),xd1111,Southern Maidu; Nisenan Southern Maidu,1850,,,39,-121,Original,,Southwestern U.S.A.
Nc14,Wintu,41,-122,nucl1651,Wintu (Nc14),xd1112,Northern Wintu,1860,,,41,-122,Original,Changed 15Nov2016 to differentiate Nomlaki from Wintu,Southwestern U.S.A.
Nc15,Coast Yuki,39.34,-123.77,yuki1243,Coast Yuki (Nc15),xd1113,,1860,Yuki (NS30),NS30,39,-124,Revised,,Southwestern U.S.A.
Nc16,Huchnom,39,-123,yuki1243,Huchnom (Nc16),xd1114,,1860,,,39,-123,Original,,Southwestern U.S.A.
Nc17,Northern Pomo,39,-123,nort2966,Northern Pomo (Nc17),xd1115,,1860,Pomo (NS18),NS18,39,-123,Original,,Southwestern U.S.A.
Nc18,Eastern Pomo,39,-123,east2545,Eastern Pomo (Nc18),xd1116,Clear Lake Pomo; Eastern Pomo,1860,Pomo (NS18),NS18,39,-123,Original,,Southwestern U.S.A.
Nc19,Southern Pomo,38.55,-122.94,sout2984,Southern Pomo (Nc19),xd1117,Southern Pomo,1860,Pomo (NS18),NS18,38,-123,Revised,,Southwestern U.S.A.
Nc2,Tübalulabal,39,-118,tuba1278,Tubatulabal (Nc2),xd1118,Tubatulabal,1850,Tubatulabal (NS22),NS22,39,-118,Original,,Southwestern U.S.A.
Nc20,Wappo,38.22,-122.56,wapp1239,Wappo (Nc20),xd1119,,1860,,,38,-123,Revised,,Southwestern U.S.A.
Ad42,Haya,-1,32,haya1250,Haya (Ad42),xd112,Basiba; Wahaya; Wassiba; Ziba,1900,,,-1,32,Original,"Note 8Feb2018: HH notes that the Weiss ethnography (1 of 5 references) refers to Wahima and Wanjambo, which are Kinyarwanda [kin] and Nyambo [now] respectively -- ""close to, but not the same lg as Haya [hay]"". However, given that Haya appears to be the focus of the other ethnographies, I will leave the language match as [hay]. Users may wish to look into individual data points in detail, to ensure they refer to the focal group.",East Tropical Africa
Nc21,Lake Miwok,38.75,-123.2,lake1258,Lake Miwok (Nc21),xd1120,,1860,,,38,-123,Revised,,Southwestern U.S.A.
Nc22,Patwin,39,-122,patw1250,Patwin (Nc22),xd1121,Southern Wintun,1850,,,39,-122,Original,,Southwestern U.S.A.
Nc23,Western Mono,37,-119,mono1275,Monachi (Nc23),xd1122,Monachi; Western Mono; Monache,1870,,,37,-119,Original,,Southwestern U.S.A.
Nc24,Southern Valley Yokuts,36,-120,vall1251,Lake Yokuts (Nc24),xd1123,Lake Yokuts; Tachi Yokuts; Chunut Yokuts,1860,Yokuts (NS29),NS29,36,-120,Original,,Southwestern U.S.A.
Nc25,Wukchumni,36,-119,tule1245,Wukchumni (Nc25),xd1124,Central Foothills Yokuts,1860,Yokuts (NS29),NS29,36,-119,Original,,Southwestern U.S.A.
Nc26,Salinan,36,-121,sali1253,Salinan (Nc26),xd1125,,1770,,,36,-121,Original,,Southwestern U.S.A.
Nc27,Kawaiisu,35,-118,kawa1283,Kawaiisu (Nc27),xd1126,Kawaiisu Shoshoni,1860,,,35,-118,Original,,Southwestern U.S.A.
Nc28,Chumash,34.44,-119.71,cruz1243,Chumash (Nc28),xd1127,,1800,,,34,-120,Revised,,Southwestern U.S.A.
Nc29,Tongva,34,-118,tong1329,Gabrielo (Nc29),xd1128,Gabrielo; Gabrielino; Gabrieleno,1770,,,34,-118,Original,,Southwestern U.S.A.
Nc3,Northern Foothill Yokuts,36,-120,nort2937,Yokuts (Nc3),xd1129,Yokuts,1850,Yokuts (NS29),NS29,36,-120,Original,,Southwestern U.S.A.
Ad43,Kerewe,-3,33,kere1283,Kerewe (Ad43),xd113,Bakerewe; Wakerewe,1900,,,-3,33,Original,,East Tropical Africa
Nc30,Serrano,34,-117,serr1255,Serrano (Nc30),xd1130,,1870,,,34,-117,Original,,Southwestern U.S.A.
Nc31,Cahuilla (Desert),33,-116,cahu1264,Cahuilla (Nc31),xd1131,Desert Cahuilla,1870,,,33,-116,Original,"Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects",Southwestern U.S.A.
Nc32,Cupeño,33,-117,cupe1243,Cupeno (Nc32),xd1132,Kuupangaxwichem; Cupeno,1870,,,33,-117,Original,,Southwestern U.S.A.
Nc33,Luiseño,33,-117,luis1253,Luiseno (Nc33),xd1133,Payómkawichum; Luiseno,1860,,,33,-117,Original,,Southwestern U.S.A.
Nc34,Kiliwa,31,-115,kili1268,Kiliwa (Nc34),xd1134,K'olew,1880,,,31,-115,Original,,Mexico
Nc4,Atsugewi,41,-121,atsu1245,Atsugewi (Nc4),xd1135,,1860,,,41,-121,Original,,Southwestern U.S.A.
Nc5,Central Sierra Miwok,38,-120,cent2140,Miwok (Nc5),xd1136,Miwok,1850,,,38,-120,Original,,Southwestern U.S.A.
Nc6,Kumeyaay,32,-116,kumi1248,Diegueno (Nc6),xd1137,Diegueño; Diegueno,1850,,,32,-116,Original,"Note, previously tipa1240 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)",Mexico
Nc7,Yuki,40,-123,yuki1243,Yuki (Nc7),xd1138,,1850,Yuki (NS30),NS30,40,-123,Original,,Southwestern U.S.A.
Nc8,Klamath,43,-122,klam1254,Klamath (Nc8),xd1139,,1860,Klamath (NR10),NR10,43,-122,Original,,Northwestern U.S.A.
Ad44,Konjo,-1,30,konz1239,Konjo (Ad44),xd114,,1920,,,-1,30,Original,,East Tropical Africa
Nc9,Modoc,42,-122,klam1254,Modoc (Nc9),xd1140,,1860,,,42,-122,Original,,Northwestern U.S.A.
Nd1,Tenino,45,-121,teni1238,Tenino (Nd1),xd1141,Warmsprings Sahaptin; Yenino,1850,,,45,-121,Original,,Northwestern U.S.A.
Nd10,Nlaka'pamux,50,-122,thom1243,Thompson (Nd10),xd1142,Thompson; Nitlakapamuk; Thompson River Salish,1860,,,50,-122,Original,,Western Canada
Nd11,Shuswap,51,-120,shus1248,Shuswap (Nd11),xd1143,Secwepemc,1850,,,51,-120,Original,,Western Canada
Nd12,Bitterroot Salish,46,-113,kali1309,Flathead (Nd12),xd1144,Salish; Flathead,1860,Southeast (NR19),NR19,46,-113,Original,,Northwestern U.S.A.
Nd13,Kalispel,49,-117,kali1309,Kalispel (Nd13),xd1145,,1860,Southeast (NR19),NR19,49,-117,Original,,Western Canada
Nd14,Coeur d’Alene,48,-117,coeu1236,Coeur d’Alene (Nd14),xd1146,Schitsu'umsh; Skitswish,1860,Southeast (NR19),NR19,48,-117,Original,,Northwestern U.S.A.
Nd15,Sinkaitk,49,-120,sout2963,Sinkaitk (Nd15),xd1147,Southern Okanagon,1880,Southeast (NR19),NR19,49,-120,Original,,Western Canada
Nd16,Wenatchi,48,-121,wena1241,Wenatchi (Nd16),xd1148,,1870,,,48,-121,Original,,Northwestern U.S.A.
Nd17,Klikitat,46,-122,nucl1237,Klikitat (Nd17),xd1149,Yakima,1870,,,46,-122,Original,,Northwestern U.S.A.
Ad45,Nyankole,0,31,nyan1307,Nyankole (Ad45),xd115,Banyankole,1920,,,0,31,Original,,East Tropical Africa
Nd18,Wishram,46,-121,wasc1239,Wishram (Nd18),xd1150,,1860,,,46,-121,Original,,Northwestern U.S.A.
Nd19,Umatilla,46,-119,umat1237,Umatilla (Nd19),xd1151,,1860,,,46,-119,Original,,Northwestern U.S.A.
Nd2,Southern Ute,38,-109,utee1244,Southern Ute (Nd2),xd1152,Wimonuntci; Weminute; Wimonantci Ute,1860,Ute (NT19),NT19,38,-109,Original,,Northwestern U.S.A.
Nd20,Nez Perce,45,-115,nezp1238,Nez Perce (Nd20),xd1153,Nimi'ipuu; Sahaptin,1850,,,45,-115,Original,,Northwestern U.S.A.
Nd21,Tagotoka,43,-117,nort1551,Tagotoka (Nd21),xd1154,Duck Valley Paiute,1870,,,43,-117,Original,,Northwestern U.S.A.
Nd22,Wadadokado,43,-119,nort1551,Wadadokado (Nd22),xd1155,Paiute; Northern Paiute,1870,Northern Paiute (NR13),NR13,43,-119,Original,,Northwestern U.S.A.
Nd23,Atsakudokwa,42,-118,nort1551,Atsakudokwa (Nd23),xd1156,Quinn River Paiute,1870,,,42,-118,Original,,Northwestern U.S.A.
Nd24,Kidutokado,42,-120,nort1551,Kidutokado (Nd24),xd1157,Gididika; Surprise Valley Paiute,1870,Northern Paiute (NR13),NR13,42,-120,Original,,Northwestern U.S.A.
Nd25,Sawakudokwa,41,-118,nort1551,Sawakudokwa (Nd25),xd1158,Winnemucca Paiute,1870,,,41,-118,Original,,Southwestern U.S.A.
Ad46,Soga,1,33,soga1242,Soga (Ad46),xd116,Basoga,1950,,,1,33,Original,,East Tropical Africa
Nd27,Kuyuidokado,40,-119,sout2967,Kuyuidokado (Nd27),xd1160,Pyramid Lake Paiute,1860,Northern Paiute (NR13),NR13,40,-119,Original,,Southwestern U.S.A.
Nd28,Toedokado,40,-118,sout2967,Toedokado (Nd28),xd1161,Stillwater Paiute; Cattail Paiute,1870,,,40,-118,Original,,Southwestern U.S.A.
Nd29,Tunava (Deep Springs and Fish Lake),37,-118,mono1275,Tunava (Nd29),xd1162,Deep Springs Valley Paiute; Fish Lake Valley Paiute,1870,,,37,-118,Original,,Southwestern U.S.A.
Nd3,Havasupai,36,-112,hava1249,Havasupai (Nd3),xd1163,Plateau Yuma,1870,Plateau Yumans (NT14),NT14,36,-112,Original,,Southwestern U.S.A.
Nd30,Eastern Mono,37,-118,mono1275,Eastern Mono (Nd30),xd1164,Owens Valley Paiute,1870,,,37,-118,Original,,Southwestern U.S.A.
Nd31,Koso,36,-118,pana1305,Koso (Nd31),xd1165,Western Panamint; Koso Mountain Shoshoni; Little Lake Shoshoni,1850,Western (NT22),NT22,36,-118,Original,,Southwestern U.S.A.
